# gate_ledger_removals.tsv — §11.4.227(A) / §11.4.124 RETIREMENT registry.
#
# Schema (TAB-separated, exactly FOUR fields):
#     <gate-token>\t<reason>\t<git-history-citation>\t<superseding-note>
#
# Consumed by TWO independent readers, and the schema is constrained by both:
#   * scripts/gates/gate_ledger.sh:239 — keys on FIELD 1 ONLY, via
#     `cut -f1 | grep -qx`. Comment and blank lines can never match a gate
#     name, so this header is inert to it. Adding fields 2..4 is safe.
#   * scripts/gates/cm_unreferenced_gate_bound_or_retired.sh — reads field 3
#     and REFUSES a row whose citation is absent or malformed.
#
# ── WHY FIELD 3 IS MANDATORY (this is the whole point of the file) ──────────
# Without a mandatory, *checked* citation, "retire the name" becomes a way to
# lower the unimplemented count without doing the work — the
# delete-names-to-lower-the-count channel §11.4.227(A) exists to close. A
# retirement row with a blank or hand-waved citation is strictly WORSE than no
# row at all: it launders a deletion into a clean ledger.
#
# So field 3 is not documentation. It is the evidence, and it is machine-
# checked. A row that does not satisfy BOTH conditions below is REFUSED, and
# the gate it names is reported as UNBOUND exactly as if the row were absent:
#
#     (a) it contains a literal `git log` (the command that produced it), and
#     (b) it contains at least one commit id of 7-40 hex characters.
#
# There is deliberately NO placeholder escape — no `TBD`, no `N/A`, no
# `no-history-found`. An escape hatch here would reopen the exact channel the
# field closes. If a gate genuinely has no history (it was never wired), that
# is still a citable fact: cite the `git log -S'<token>' --all` run that
# returned nothing, with the commit id of the tree you ran it against.
#
# ── Field 2: <reason>, closed set ───────────────────────────────────────────
#     superseded-by-generated-wrapper   replaced by a generated thin wrapper
#                                       that keeps a real gate site per token
#     repealed                          the RULE was repealed (the §11.4.166
#                                       pattern) — visible, never silent
#     feature-removed                   the capability it gated was removed,
#                                       operator-confirmed per §11.4.122
#     duplicate-of                      one token per implementation per
#                                       §11.4.251; names the survivor in
#                                       field 4
#     renamed                           superseded by a differently-named
#                                       token, named in field 4
#
# ── Field 3 shape ───────────────────────────────────────────────────────────
#     <git-command> :: <commit-id> <what that commit shows>
# e.g.
#     git log --follow -- path/to/gate.sh :: 3f2a91c wired at seam X; unwired by 9d4e7b1
#
# ── Field 4: <superseding-note> ─────────────────────────────────────────────
# What now performs the check, or an explicit statement that nothing does and
# why that is correct. Never blank.
#
# ── CURRENT STATE ───────────────────────────────────────────────────────────
# ZERO data rows. This feature's wiring stream deletes and retires NOTHING —
# it only makes retirement *possible to do honestly*. The replacement work
# that will add rows here is a different task (it replaces superseded gates
# with generated wrappers rather than deleting them, precisely so the ledger
# count does not rise). The citation requirement is proven load-bearing by
# fixtures in cm_unreferenced_gate_bound_or_retired_mutation_test.sh, not by
# live rows — a requirement is not weaker for having nothing to refuse yet.
#
# Classification: universal (§11.4.17) — consumer-owned DATA per §11.4.35.
#
# gate-token	reason	git-history-citation	superseding-note
#
# --- T031 (feature 002-anti-slop-enforcement) --------------------------------
# REPLACEMENT, NOT DELETION. Each token below kept a real, executable,
# non-mutation-test .sh gate site: the hand-written gate became the GENERATED
# thin wrapper produced by covenant_propagation_wrappers_generate.sh, which
# delegates to lib/covenant_propagation_engine.sh and looks its anchor up in
# covenant_propagation_anchors.tsv (§11.4.251 role-as-data-pack). MEASURED:
# the 11 legacy files totalled 2025 lines; the thin replacements total 671
# (11 x 61); net 1354 lines of forked logic retired. The unimplemented ledger
# count did NOT rise (420 before, 420 immediately after regeneration) — an
# outright deletion would have raised it by 11 against a zero-headroom
# baseline. Generator --check: PASS (no drift). Each replacement keeps its
# §1.1 pairing: the regenerated mutation sibling was re-run standalone and
# scored 8/8 fixtures with 5 OBSERVED refusals.
CM-COVENANT-114-191-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_191_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_191_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_191_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-196-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_196_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_196_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_196_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-199-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_199_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_199_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_199_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-200-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_200_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_200_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_200_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-202-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_202_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_202_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_202_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-207-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_207_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_207_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_207_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-213-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_213_propagation.sh (constitution submodule, tree 9f91284) :: 4ff4985 introduced the hand-written gate; git log -S'cm_covenant_114_213_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_213_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-230-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_230_propagation.sh (constitution submodule, tree 9f91284) :: 7595290 introduced the hand-written gate; git log -S'cm_covenant_114_230_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_230_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-231-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_231_propagation.sh (constitution submodule, tree 9f91284) :: 7595290 introduced the hand-written gate; git log -S'cm_covenant_114_231_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_231_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
CM-COVENANT-114-233-PROPAGATION	superseded-by-generated-wrapper	git log --follow -- scripts/gates/cm_covenant_114_233_propagation.sh (constitution submodule, tree 9f91284) :: 7595290 introduced the hand-written gate; git log -S'cm_covenant_114_233_propagation.sh' --all -- device/rockchip/rk3588/tests/pre_build_verification.sh (parent tree 4b72de498c5) returned NOTHING, so it was never wired at the pre-build seam — control-needled with covenant_propagation_suite.sh, which the same query finds at 6fb813ad8da	Replaced in place by the generated thin wrapper cm_covenant_114_233_propagation.sh delegating to lib/covenant_propagation_engine.sh; the check is now performed by that shared engine (§11.4.227(B) block-start counting, exactly-once + cross-carrier byte-identical lockstep) and the gate is executed from the pre-build seam via covenant_propagation_suite.sh gates.
